qa_id,source,path,category,question,A,B,C,D,answer,subject_id
training_1048,HAU,HAU/user6/7-2-2,multi,Which of the following actions appear in this video?,Squats,Washing dishes,Taking a selfie,Grabbing utensils,D,user6
training_1049,HAU,HAU/user6/7-2-3,multi,Which of the following actions appear in this video?,Eating,Grabbing utensils,Checking body temperature,Stirring,ABD,user6
training_1050,HAU,HAU/user6/7-3-1,multi,Which of the following actions appear in this video?,Turning a page,Sitting down,Grabbing utensils,Jumping jacks,AB,user6
training_1051,HAU,HAU/user6/7-3-2,multi,Which of the following actions appear in this video?,Walking,Squats,Listening to the music with headphones,Reading,AD,user6
training_1052,HAU,HAU/user6/7-3-3,multi,Which of the following actions appear in this video?,Watching TV,Lunges,Wiping hands,Sitting down,D,user6
training_1053,HAU,HAU/user7/1-1-1,multi,Which of the following actions appear in this video?,Stirring,Jumping jacks,Brushing teeth,Squats,C,user7
training_1054,HAU,HAU/user7/1-1-2,multi,Which of the following actions appear in this video?,Grabbing utensils,Walking,Sitting down,Wiping hands,D,user7
training_1055,HAU,HAU/user7/1-1-3,multi,Which of the following actions appear in this video?,Standing up,Grabbing utensils,Listening to the music with headphones,Brushing teeth,D,user7
training_1056,HAU,HAU/user7/1-2-1,multi,Which of the following actions appear in this video?,Wiping hands,Lying down,Taking a selfie,Writing,C,user7
training_1057,HAU,HAU/user7/1-2-2,multi,Which of the following actions appear in this video?,Mopping,Taking a selfie,Wiping surface,Checking the time,BD,user7
training_1058,HAU,HAU/user7/1-2-3,multi,Which of the following actions appear in this video?,Walking,Listening to the music with headphones,Washing face,Grabbing utensils,AD,user7
training_1059,HAU,HAU/user7/2-1-1,multi,Which of the following actions appear in this video?,Wiping hands,Lunges,Grabbing utensils,Standing up,C,user7
training_1060,HAU,HAU/user7/2-1-2,multi,Which of the following actions appear in this video?,Running,Grabbing utensils,Walking,Checking body temperature,B,user7
training_1061,HAU,HAU/user7/2-1-3,multi,Which of the following actions appear in this video?,Sitting down,Stretching,Wiping hands,Pouring,D,user7
training_1062,HAU,HAU/user7/2-2-1,multi,Which of the following actions appear in this video?,Turning a page,Brushing teeth,Stirring,Mopping,C,user7
training_1063,HAU,HAU/user7/2-2-2,multi,Which of the following actions appear in this video?,Lunges,Wiping surface,Writing,Jumping jacks,BD,user7
training_1064,HAU,HAU/user7/2-2-3,multi,Which of the following actions appear in this video?,Taking medicine,Sitting down,Watching TV,Mopping,B,user7
training_1065,HAU,HAU/user7/3-1-1,multi,Which of the following actions appear in this video?,Mopping,Running,Writing,Sweeping,ABD,user7
training_1066,HAU,HAU/user7/3-1-2,multi,Which of the following actions appear in this video?,Taking a selfie,Undressing,Running,Sweeping,CD,user7
training_1067,HAU,HAU/user7/3-1-3,multi,Which of the following actions appear in this video?,Mopping,Wiping hands,Stretching,Sweeping,ACD,user7
training_1068,HAU,HAU/user7/3-2-1,multi,Which of the following actions appear in this video?,Grabbing utensils,Walking,Wiping surface,Checking body temperature,AB,user7
training_1069,HAU,HAU/user7/3-2-2,multi,Which of the following actions appear in this video?,Walking,Reading,Massaging oneself,Sitting down,A,user7
training_1070,HAU,HAU/user7/3-2-3,multi,Which of the following actions appear in this video?,Undressing,Walking,Brushing teeth,Calling,B,user7
training_1071,HAU,HAU/user7/3-3-1,multi,Which of the following actions appear in this video?,Walking,Wiping surface,Watching TV,Grabbing utensils,AB,user7
training_1073,HAU,HAU/user7/3-3-3,multi,Which of the following actions appear in this video?,Washing dishes,Wiping surface,Getting dressed,Walking,BD,user7
training_1074,HAU,HAU/user7/4-1-1,multi,Which of the following actions appear in this video?,Massaging oneself,Taking medicine,Checking body temperature,Walking,BCD,user7
training_1075,HAU,HAU/user7/4-1-2,multi,Which of the following actions appear in this video?,Pouring,Getting dressed,Washing dishes,Typing on a keyboard,D,user7
training_1076,HAU,HAU/user7/4-1-3,multi,Which of the following actions appear in this video?,Typing on a keyboard,Checking the time,Reading,Playing games,ABC,user7
training_1077,HAU,HAU/user7/5-1-1,multi,Which of the following actions appear in this video?,Watching TV,Typing on a keyboard,Running,Washing dishes,A,user7
training_1078,HAU,HAU/user7/5-1-2,multi,Which of the following actions appear in this video?,Checking the time,Undressing,Taking medicine,Playing games,B,user7
training_1079,HAU,HAU/user7/5-1-3,multi,Which of the following actions appear in this video?,Undressing,Watching TV,Wiping hands,Taking a selfie,AB,user7
training_1080,HAU,HAU/user7/5-2-1,multi,Which of the following actions appear in this video?,Drinking,Walking,Checking the time,Washing dishes,AB,user7
training_1081,HAU,HAU/user7/5-2-2,multi,Which of the following actions appear in this video?,Stirring,Wiping surface,Combing hair,Reading,A,user7
training_1082,HAU,HAU/user7/5-2-3,multi,Which of the following actions appear in this video?,Walking,Checking body temperature,Taking a selfie,Combing hair,A,user7
training_1083,HAU,HAU/user7/5-3-1,multi,Which of the following actions appear in this video?,Taking a selfie,Eating,Walking,Standing up,BC,user7
training_1084,HAU,HAU/user7/5-3-2,multi,Which of the following actions appear in this video?,Checking the time,Walking,Eating,Calling,BC,user7
training_1085,HAU,HAU/user7/5-3-3,multi,Which of the following actions appear in this video?,Combing hair,Grabbing utensils,Walking,Sitting down,BCD,user7
training_1086,HAU,HAU/user7/6-1-1,multi,Which of the following actions appear in this video?,Walking,Undressing,Playing games,Lying down,AB,user7
training_1087,HAU,HAU/user7/6-1-2,multi,Which of the following actions appear in this video?,Folding clothes,Reading,Checking body temperature,Stretching,A,user7
training_1088,HAU,HAU/user7/6-1-3,multi,Which of the following actions appear in this video?,Stirring,Writing,Stretching,Folding clothes,D,user7
training_1089,HAU,HAU/user7/6-2-1,multi,Which of the following actions appear in this video?,Writing,Squats,Listening to the music with headphones,Reading,C,user7
training_1090,HAU,HAU/user7/6-2-2,multi,Which of the following actions appear in this video?,Washing face,Massaging oneself,Folding clothes,Listening to the music with headphones,D,user7
training_1091,HAU,HAU/user7/6-2-3,multi,Which of the following actions appear in this video?,Sitting down,Lunges,Listening to the music with headphones,Brushing teeth,C,user7
training_1092,HAU,HAU/user7/6-3-1,multi,Which of the following actions appear in this video?,Squats,Lying down,Mopping,Typing on a keyboard,D,user7
training_1094,HAU,HAU/user7/6-3-3,multi,Which of the following actions appear in this video?,Walking,Peeling fruit,Pouring,Sitting down,AD,user7
training_1095,HAU,HAU/user7/7-1-1,multi,Which of the following actions appear in this video?,Listening to the music with headphones,Checking the time,Sitting down,Checking body temperature,ACD,user7
training_1096,HAU,HAU/user7/7-1-2,multi,Which of the following actions appear in this video?,Folding clothes,Turning a page,Brushing teeth,Listening to the music with headphones,D,user7
training_1097,HAU,HAU/user7/7-1-3,multi,Which of the following actions appear in this video?,Listening to the music with headphones,Lunges,Jumping jacks,Checking body temperature,AD,user7
training_1098,HAU,HAU/user7/7-2-1,multi,Which of the following actions appear in this video?,Stretching,Listening to the music with headphones,Sitting down,Peeling fruit,D,user7
training_1099,HAU,HAU/user7/7-2-2,multi,Which of the following actions appear in this video?,Peeling fruit,Sitting down,Eating,Listening to the music with headphones,AC,user7
training_1100,HAU,HAU/user7/7-2-3,multi,Which of the following actions appear in this video?,Typing on a keyboard,Sitting down,Peeling fruit,Wiping hands,CD,user7
training_1101,HAU,HAU/user8/1-1-1,multi,Which of the following actions appear in this video?,Jumping jacks,Wiping surface,Brushing teeth,Turning a page,C,user8
training_1102,HAU,HAU/user8/1-1-2,multi,Which of the following actions appear in this video?,Brushing teeth,Drinking,Eating,Using a phone,A,user8
training_1103,HAU,HAU/user8/1-1-3,multi,Which of the following actions appear in this video?,Sitting down,Brushing teeth,Standing up,Squats,B,user8
training_1104,HAU,HAU/user8/1-2-1,multi,Which of the following actions appear in this video?,Wiping surface,Sitting down,Listening to the music with headphones,Calling,BCD,user8
training_1105,HAU,HAU/user8/1-2-2,multi,Which of the following actions appear in this video?,Wiping surface,Calling,Walking,Squats,BC,user8
training_1106,HAU,HAU/user8/1-2-3,multi,Which of the following actions appear in this video?,Calling,Taking a selfie,Wiping hands,Lunges,AB,user8
training_1107,HAU,HAU/user8/2-1-1,multi,Which of the following actions appear in this video?,Grabbing utensils,Listening to the music with headphones,Massaging oneself,Sitting down,BD,user8
training_1108,HAU,HAU/user8/2-1-2,multi,Which of the following actions appear in this video?,Sitting down,Calling,Taking a selfie,Checking the time,ABD,user8
training_1109,HAU,HAU/user8/2-1-3,multi,Which of the following actions appear in this video?,Running,Calling,Sweeping,Sitting down,BD,user8
training_1110,HAU,HAU/user8/2-2-1,multi,Which of the following actions appear in this video?,Listening to the music with headphones,Walking,Typing on a keyboard,Taking medicine,B,user8
training_1111,HAU,HAU/user8/2-2-2,multi,Which of the following actions appear in this video?,Brushing teeth,Lunges,Stirring,Walking,D,user8
training_1112,HAU,HAU/user8/2-2-3,multi,Which of the following actions appear in this video?,Wiping surface,Taking medicine,Using a phone,Walking,AD,user8
training_1113,HAU,HAU/user8/3-1-1,multi,Which of the following actions appear in this video?,Massaging oneself,Taking a selfie,Drinking,Mopping,D,user8
training_1114,HAU,HAU/user8/3-1-2,multi,Which of the following actions appear in this video?,Sweeping,Mopping,Lunges,Checking the time,AB,user8
training_1115,HAU,HAU/user8/3-1-3,multi,Which of the following actions appear in this video?,Sweeping,Pouring,Massaging oneself,Washing face,A,user8
training_1116,HAU,HAU/user8/3-2-1,multi,Which of the following actions appear in this video?,Stirring,Massaging oneself,Pouring,Writing,AC,user8
training_1117,HAU,HAU/user8/3-2-2,multi,Which of the following actions appear in this video?,Pouring,Undressing,Stirring,Massaging oneself,AC,user8
training_1118,HAU,HAU/user8/3-2-3,multi,Which of the following actions appear in this video?,Pouring,Folding clothes,Combing hair,Washing dishes,AD,user8
training_1119,HAU,HAU/user8/3-3-1,multi,Which of the following actions appear in this video?,Stirring,Calling,Wiping surface,Walking,CD,user8
training_1120,HAU,HAU/user8/3-3-2,multi,Which of the following actions appear in this video?,Walking,Wiping surface,Calling,Stirring,AB,user8
training_1121,HAU,HAU/user8/3-3-3,multi,Which of the following actions appear in this video?,Mopping,Drinking,Wiping surface,Pouring,C,user8
training_1122,HAU,HAU/user8/4-1-1,multi,Which of the following actions appear in this video?,Sitting down,Taking medicine,Listening to the music with headphones,Turning a page,ACD,user8
training_1123,HAU,HAU/user8/4-1-2,multi,Which of the following actions appear in this video?,Turning a page,Jumping jacks,Massaging oneself,Reading,AD,user8
training_1124,HAU,HAU/user8/4-1-3,multi,Which of the following actions appear in this video?,Jumping jacks,Taking medicine,Sitting down,Stretching,C,user8
training_1125,HAU,HAU/user8/4-2-1,multi,Which of the following actions appear in this video?,Getting dressed,Checking the time,Pouring,Walking,CD,user8
training_1126,HAU,HAU/user8/4-2-2,multi,Which of the following actions appear in this video?,Massaging oneself,Pouring,Peeling fruit,Stirring,BCD,user8
training_1127,HAU,HAU/user8/4-2-3,multi,Which of the following actions appear in this video?,Sweeping,Writing,Using a phone,Peeling fruit,D,user8
training_1128,HAU,HAU/user8/5-1-1,multi,Which of the following actions appear in this video?,Sweeping,Stretching,Listening to the music with headphones,Washing dishes,B,user8
training_1129,HAU,HAU/user8/5-1-2,multi,Which of the following actions appear in this video?,Reading,Massaging oneself,Lunges,Stretching,CD,user8
training_1130,HAU,HAU/user8/5-1-3,multi,Which of the following actions appear in this video?,Stretching,Standing up,Lunges,Washing face,ABC,user8
training_1131,HAU,HAU/user8/6-1-1,multi,Which of the following actions appear in this video?,Getting dressed,Stretching,Undressing,Combing hair,ABC,user8
training_1132,HAU,HAU/user8/6-1-2,multi,Which of the following actions appear in this video?,Stretching,Squats,Undressing,Playing games,ABC,user8
training_1133,HAU,HAU/user8/6-1-3,multi,Which of the following actions appear in this video?,Getting dressed,Squats,Listening to the music with headphones,Jumping jacks,AB,user8
training_1134,HAU,HAU/user8/6-2-1,multi,Which of the following actions appear in this video?,Checking the time,Massaging oneself,Jumping jacks,Undressing,AC,user8
training_1135,HAU,HAU/user8/6-2-2,multi,Which of the following actions appear in this video?,Undressing,Jumping jacks,Turning a page,Getting dressed,BC,user8
training_1136,HAU,HAU/user8/6-2-3,multi,Which of the following actions appear in this video?,Turning a page,Drinking,Massaging oneself,Using a phone,AB,user8
training_1137,HAU,HAU/user8/7-1-1,multi,Which of the following actions appear in this video?,Combing hair,Undressing,Washing dishes,Washing face,ABD,user8
training_1138,HAU,HAU/user8/7-1-2,multi,Which of the following actions appear in this video?,Getting dressed,Massaging oneself,Wiping hands,Folding clothes,ABC,user8
training_1139,HAU,HAU/user8/7-1-3,multi,Which of the following actions appear in this video?,Eating,Taking medicine,Wiping hands,Squats,BC,user8
